"sex","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","id","parent_income","school_location","school_type","race","el_status","home_language","grade","age","close_friends","trusted_adult","mental_health","stress_rating","belonging","ses_score","alcohol_use","marijuana_use","siblings","pets"
"male","associate's degree","Reduced","completed",65.1211819659796,63.5775134993937,52.0338450328079,2166,47578.0797227039,"Urban","Public","White","not EL","English",8,13,3,1,"good",8,"mostly unwelcome",5.91,1,0,3,1
"male","bachelor's degree","Standard","none",65.7084245109464,58.5662569214233,54.4240893319002,2167,52999.3606066622,"Urban","Public","White","not EL","English",6,11,3,1,"very good",6,"welcome half the time",9.18,0,0,2,0
"female","associate's degree","Standard","none",35.3007042391587,31.73591550514,31.1711267711213,2168,49515.1562908962,"Urban","Public","White","not EL","English",6,12,3,1,"very good",5,"mostly welcome",7.55,0,0,1,2
"male","bachelor's degree","Standard","none",67.0258865333566,64.6698998823735,53.3139132313903,2169,69005.7202886582,"Urban","Public","White","not EL","English",7,12,3,1,"very good",5,"mostly welcome",9.18,0,0,1,2
"female","some college","Reduced","none",67.7965435439708,60.408714891739,56.0208862395071,2170,42417.1585814077,"Suburban","Public","Black","not EL","English",6,11,4,0,"good",8,"very welcome",5.09,0,0,3,1
"female","bachelor's degree","Standard","completed",83.8964522304124,79.5556931444816,66.2149340585507,2171,64910.3100415467,"Suburban","Public","2 or more","not EL","English",7,13,2,0,"fair",2,"very unwelcome",9.18,1,0,4,1
"male","associate's degree","Reduced","none",84.7323681202142,80.881501282542,67.0306344448697,2172,43793.5893047125,"Urban","Public","Black","not EL","English",8,14,3,1,"very good",5,"very welcome",5.91,0,1,1,0
"male","bachelor's degree","Reduced","none",60.8798436314633,54.3057443807029,50.7316451299425,2173,45485.7848881014,"Urban","Public","Black","not EL","English",6,11,2,1,"very good",5,"very welcome",7.55,0,0,1,0
"female","some college","Free","none",98.8474441366538,92.7477448264593,77.6480455162647,2174,17747.3043388033,"Suburban","Public","White","not EL","English",7,13,3,1,"fair",9,"welcome half the time",3.45,0,0,4,0
"male","some college","Reduced","none",52.2883775290697,46.725038996238,44.1617004634062,2175,38013.3027511386,"Urban","Public","2 or more","EL","Spanish",6,11,2,1,"very good",5,"very welcome",5.09,0,0,1,0
"female","high school","Reduced","completed",73.7192398616985,71.1640351720869,58.6088304824753,2176,37940.0406496696,"Urban","Public","2 or more","not EL","English",8,13,4,1,"fair",3,"welcome half the time",4.27,1,0,0,1
"female","associate's degree","Free","none",51.3118359692578,45.8633846787569,43.414933388256,2177,33793.9799216234,"Suburban","Public","White","not EL","English",6,12,4,0,"very good",5,"very unwelcome",4.27,0,0,1,0
"male","high school","Free","none",55.3315253077331,54.9395811538822,44.5476370000312,2178,26343.0721388827,"Urban","Public","Black","not EL","English",8,13,5,1,"very good",5,"very welcome",2.64,0,0,1,0
"male","some high school","Free","none",47.2042966095508,42.2390852437213,40.2738738778918,2179,30116.1507571186,"Urban","Public","Black","not EL","English",6,11,4,1,"poor",1,"very welcome",1,0,0,4,0
"female","some college","Free","none",68.211845118804,65.7163339283564,54.2208227379089,2180,31495.8737442385,"Urban","Public","Latine","not EL","English",7,13,2,1,"good",7,"mostly welcome",3.45,0,0,3,0
"female","some high school","Reduced","completed",70.6051945035903,68.4163480914032,56.2275016792161,2181,35779.2173939413,"Urban","Public","Black","not EL","English",8,14,4,1,"very good",5,"very welcome",2.64,1,1,1,2
"male","high school","Reduced","none",26.881991979416,24.3076399818377,24.7332879842593,2182,38602.6775356569,"Urban","Public","White","not EL","English",6,11,4,1,"very good",6,"very welcome",4.27,0,0,2,1
"female","high school","Reduced","none",48.8090867397781,48.5962530056866,39.383419271595,2183,35260.9169223906,"Rural","Public","Black","not EL","English",7,13,3,0,"excellent",3,"welcome half the time",4.27,0,0,0,0
"male","high school","Reduced","completed",73.7493088535532,71.1905666354881,58.631824417423,2184,40548.7953324585,"Urban","Public","Black","not EL","English",8,13,3,1,"fair",9,"mostly welcome",4.27,0,0,4,1
"male","high school","Reduced","none",64.3294121771098,57.349481332744,53.3695504883781,2185,39055.5112222221,"Urban","Public","White","not EL","English",6,11,5,1,"very good",5,"very unwelcome",4.27,0,0,1,1
"male","high school","Reduced","none",68.2820917334947,66.3665515295542,54.4510113256136,2186,45300.3190039196,"Urban","Public","Latine","EL","Spanish",8,13,6,1,"excellent",3,"very welcome",4.27,0,0,0,2
"female","associate's degree","Reduced","none",47.1921042480897,42.2283272777262,40.2645503073627,2187,40095.7477164799,"Urban","Public","2 or more","not EL","English",6,11,2,1,"good",7,"mostly welcome",5.91,0,0,3,0
"male","associate's degree","Free","none",59.9817255884191,58.4544637544875,47.9272019205558,2188,33231.1016275668,"Suburban","Public","Asian","not EL","English",7,13,3,0,"excellent",3,"mostly welcome",4.27,0,0,0,0
"female","master's degree","Standard","none",67.9611279690575,60.5539364432861,56.1467449175146,2189,85095.93610156,"Urban","Public","White","not EL","English",6,11,2,1,"very good",5,"welcome half the time",10,0,0,1,1
"male","master's degree","Standard","none",72.8052480924893,69.7693365521964,57.7334250119035,2190,95826.8193317504,"Urban","Public","Black","EL","English",7,12,1,1,"good",7,"very welcome",10,1,0,3,3
"female","high school","Reduced","completed",42.702382359328,38.266807964113,36.8312335688979,2191,36507.9203439184,"Urban","Public","White","not EL","English",6,11,3,1,"very good",6,"very welcome",4.27,0,0,2,1
"female","some college","Reduced","none",69.2030016639136,61.649707350512,57.0964130371104,2192,43409.8382651777,"Rural","Charter","2 or more","EL","English",6,12,4,0,"poor",2,"very unwelcome",5.09,0,0,4,1
"male","bachelor's degree","Standard","none",50.3648533977277,45.0278118215244,42.6907702453212,2193,57846.8240093593,"Rural","Charter","White","not EL","English",6,12,3,0,"good",7,"very welcome",9.18,0,0,3,0
"male","some high school","Free","none",68.3918411046242,66.4633892099626,54.5349373153009,2194,29396.6627498601,"Urban","Public","2 or more","EL","Other",8,14,3,1,"good",6,"very welcome",1,0,0,2,0
"male","some college","Free","completed",65.5183236149325,63.927932601411,52.3375415878896,2195,19212.7499934605,"Suburban","Public","Latine","not EL","English",8,14,1,0,"very good",5,"mostly welcome",3.45,0,0,1,0
"female","some high school","Reduced","completed",68.1925515056089,65.6993101520078,54.2060687984068,2196,34402.708767015,"Urban","Public","2 or more","not EL","English",7,13,2,1,"good",8,"very welcome",2.64,1,0,3,1
"female","some high school","Free","none",83.3919860081418,79.6988111836546,66.0056363591673,2197,33588.4912048544,"Urban","Public","Black","EL","Other",8,14,2,1,"good",8,"very welcome",1,0,0,3,1
"female","some college","Free","none",57.1945511202387,56.5834274590341,45.9723037978296,2198,33779.8868846051,"Urban","Public","White","not EL","English",8,14,4,1,"good",7,"very welcome",3.45,0,0,3,0
"male","high school","Free","none",61.742377860678,55.0668039947159,51.3912301287537,2199,33467.1896910231,"Urban","Public","2 or more","not EL","English",6,12,2,1,"excellent",3,"very welcome",2.64,0,0,0,0
"female","associate's degree","Reduced","none",67.5645215225694,65.7334013434436,53.9022811643178,2200,37325.925746902,"Urban","Public","Latine","EL","English",8,14,3,1,"good",8,"very welcome",5.91,0,0,3,0
"female","associate's degree","Standard","none",92.5458215683534,87.1874896191354,72.8291576699174,2201,60278.4247490292,"Suburban","Public","2 or more","not EL","English",7,12,4,0,"fair",3,"welcome half the time",7.55,1,0,0,4
"female","some college","Reduced","none",71.3084163608731,63.5074262007704,58.7064360406677,2202,41042.2962123207,"Urban","Public","Asian","not EL","English",6,12,4,1,"very good",5,"very welcome",5.09,1,0,1,1
"male","high school","Standard","none",61.9114261088145,60.7453759783657,49.5793258479169,2203,63062.23781885,"Urban","Public","Latine","not EL","English",8,13,3,1,"excellent",3,"very welcome",5.91,0,0,0,5
"female","some college","Free","none",44.1701972403688,45.0913505062077,36.0125037720467,2204,30957.8838865264,"Urban","Public","White","not EL","English",8,14,3,1,"poor",2,"very unwelcome",3.45,0,0,4,0
"male","high school","Reduced","none",84.2389442838313,79.8578920151452,66.4768397464592,2205,39037.7680979406,"Urban","Public","White","not EL","English",7,13,3,1,"good",8,"mostly welcome",4.27,1,0,3,1
"male","some college","Reduced","completed",88.8517463454868,84.5162467754296,70.1807472053723,2206,35612.4798875858,"Rural","Charter","Asian","EL","Other",8,14,2,0,"excellent",3,"very welcome",5.09,0,0,0,0
"male","associate's degree","Reduced","completed",62.5842390493443,61.3390344553038,50.0938298612633,2207,47432.0014025326,"Urban","Public","Asian","not EL","English",8,14,1,1,"very good",5,"very welcome",5.91,0,0,1,1
"female","associate's degree","Reduced","completed",65.4038294805689,63.8269083652078,52.2499872498468,2208,38839.618350516,"Urban","Public","Black","not EL","English",8,13,2,1,"excellent",4,"mostly welcome",5.91,0,0,0,0
"female","some high school","Free","completed",52.4203879513456,51.7826952511873,42.145002551029,2209,33399.1008195324,"Urban","Public","White","not EL","English",7,13,2,1,"good",7,"very welcome",1,0,0,3,1
"female","some high school","Reduced","none",59.0804873108609,57.6592535095832,47.2380197083054,2210,45261.923512651,"Urban","Public","White","not EL","English",7,12,4,1,"excellent",4,"very welcome",2.64,0,0,0,3
"male","some high school","Reduced","completed",48.3908574596811,48.8154624644245,39.2400674691679,2211,34401.2649740833,"Urban","Public","2 or more","not EL","English",8,13,3,1,"poor",9,"very welcome",2.64,1,0,4,1
"female","high school","Reduced","none",61.0895174923931,54.4907507285821,50.8919839647712,2212,38954.5303941824,"Urban","Public","Black","not EL","English",6,12,4,1,"very good",5,"very welcome",4.27,0,0,1,1
"male","master's degree","Standard","completed",45.3975438207675,45.5860680771478,36.7745923335281,2213,87626.3550342654,"Urban","Public","Latine","not EL","English",7,12,2,1,"poor",2,"very welcome",10,0,0,4,2
"male","high school","Reduced","none",86.7189190381249,82.6343403277573,68.5497616173896,2214,40272.9975715571,"Rural","Charter","White","not EL","English",8,14,3,0,"good",7,"mostly unwelcome",4.27,0,0,3,1
"female","some college","Free","completed",75.9722399965536,67.6225647028414,62.2728894091292,2215,27651.3937961474,"Urban","Public","2 or more","not EL","English",6,11,3,1,"good",8,"very welcome",3.45,0,0,3,0
"female","some high school","Free","none",76.1507828066533,73.3095142411647,60.4682456756761,2216,17444.0272940616,"Urban","Public","2 or more","not EL","English",8,13,3,1,"very good",5,"very welcome",1,1,0,1,0
"male","master's degree","Standard","completed",48.5041572413485,43.3860210953075,41.2678849492665,2217,89943.415200304,"Urban","Public","Black","EL","Other",6,12,3,1,"poor",9,"very welcome",10,0,0,4,2
"female","high school","Reduced","none",74.2481590359597,71.6307285611409,59.0132980863221,2218,38380.6530370804,"Suburban","Public","2 or more","not EL","English",8,14,5,1,"very good",5,"very welcome",4.27,0,0,1,1
"female","some college","Reduced","none",39.2653344330227,40.7635303820789,32.261726331135,2219,35312.7719591508,"Suburban","Public","White","not EL","English",8,13,2,1,"good",7,"very welcome",5.09,0,0,3,0
"female","associate's degree","Standard","none",94.24284872402,88.6848665211941,74.1268843183682,2220,56239.7257128716,"Urban","Public","Black","not EL","English",7,12,4,1,"very good",5,"very welcome",7.55,0,0,1,3
"female","associate's degree","Free","none",72.0338577787418,69.0886980400663,57.1435383013908,2221,31307.7206586181,"Urban","Public","Asian","not EL","English",7,12,4,1,"fair",9,"mostly unwelcome",4.27,0,0,4,0
"male","high school","Reduced","none",59.9305646497162,53.4681452791614,50.0057259086065,2222,45583.1446255201,"Urban","Public","Black","not EL","English",6,12,4,1,"poor",1,"very welcome",4.27,0,0,4,2
"female","some college","Reduced","completed",56.4330289330956,55.3232608233196,45.2134927135437,2223,44183.1909012637,"Urban","Public","Asian","not EL","English",7,13,3,1,"very good",5,"very welcome",5.09,1,0,1,1
"female","high school","Free","completed",61.5024837139128,59.7963091593349,49.0901346047569,2224,28115.1279907245,"Suburban","Public","Black","not EL","English",7,13,4,1,"excellent",7,"mostly welcome",2.64,0,0,0,0
"male","bachelor's degree","Standard","none",53.1727417681177,47.5053603836333,44.8379789991488,2225,53272.2585183155,"Suburban","Public","White","not EL","English",6,11,3,0,"fair",9,"mostly welcome",9.18,0,0,0,0
"female","some college","Reduced","none",54.873251491166,54.53522190397,44.197192316774,2226,43275.6785858737,"Rural","Charter","Black","not EL","English",8,13,3,0,"good",7,"mostly welcome",5.09,0,0,3,1
"female","associate's degree","Standard","none",70.8143274898722,68.600877196946,56.3874269040199,2227,76617.156204136,"Urban","Public","2 or more","EL","English",8,13,3,1,"very good",5,"very welcome",7.55,0,0,1,5
"female","bachelor's degree","Reduced","completed",39.9447946654966,40.774818822497,32.6048429794974,2228,46223.125489265,"Rural","Charter","Latine","not EL","English",7,13,2,0,"good",7,"mostly welcome",7.55,0,0,3,0
"female","high school","Free","none",64.3199491060222,57.3411315641373,53.3623140222523,2229,29206.8225483171,"Urban","Public","White","EL","French",6,11,5,1,"good",8,"welcome half the time",2.64,0,0,3,0
"female","bachelor's degree","Standard","none",64.7168829903174,57.6913673443977,53.665851698478,2230,65308.9938421016,"Urban","Public","Black","not EL","English",6,11,3,1,"good",7,"mostly welcome",9.18,0,0,3,1
"female","some college","Reduced","completed",74.4458326447026,71.2169111570905,58.9879896694784,2231,40202.1189833493,"Urban","Public","White","not EL","English",7,13,5,1,"poor",3,"mostly welcome",5.09,1,0,0,1
"female","some high school","Free","none",95.2865857258317,90.194046228675,75.1015067315184,2232,22919.18831084,"Suburban","Public","White","not EL","English",8,13,3,0,"poor",9,"very welcome",1,0,0,0,0
"female","bachelor's degree","Standard","completed",71.9973817979203,69.0565133511062,57.115644904292,2233,54319.3783671991,"Rural","Public","Asian","not EL","English",7,13,3,0,"fair",9,"very unwelcome",9.18,0,0,4,0
"male","some college","Reduced","none",69.2967653755426,67.2618518019494,55.2269382283561,2234,43936.3401102118,"Urban","Public","Black","EL","English",8,14,3,1,"good",8,"very welcome",5.09,1,0,3,1
"female","some college","Free","none",88.0676998627648,83.8244410553807,69.5811822479966,2235,29259.5342547833,"Rural","Charter","White","not EL","English",8,14,3,0,"good",6,"mostly welcome",3.45,0,0,2,0
"male","high school","Free","none",68.746249704225,66.7761026801985,54.8059556561721,2236,27737.4943024969,"Suburban","Public","Asian","EL","English",8,14,4,0,"good",8,"very welcome",2.64,0,0,3,0
"male","high school","Free","completed",43.5688552625035,39.0313428786796,37.4938304948557,2237,26246.3727820975,"Rural","Charter","White","not EL","English",6,11,2,0,"very good",5,"mostly welcome",2.64,0,0,1,0
"male","some high school","Free","none",45.0332578266513,45.8528745529276,36.6724912792039,2238,29161.3921446334,"Urban","Public","White","not EL","English",8,13,2,1,"very good",5,"welcome half the time",1,0,0,1,0
"female","high school","Reduced","none",35.4109621570962,31.8332019033201,31.2554416495441,2239,37502.5654175382,"Suburban","Public","Asian","not EL","English",6,11,2,0,"poor",9,"very unwelcome",4.27,0,0,4,1
"male","master's degree","Standard","none",73.4067448593793,70.8883042876877,58.369863715996,2240,77296.0293124853,"Urban","Public","Latine","not EL","English",8,14,4,1,"very good",6,"very welcome",10,0,0,2,0
"female","bachelor's degree","Reduced","none",40.2093760048457,36.0670964748638,34.924816944882,2241,48973.7093279333,"Suburban","Public","Black","not EL","English",6,12,2,0,"very good",6,"very welcome",7.55,0,0,2,0
"male","some college","Reduced","none",72.0504798504455,69.6915998680401,57.3327198856348,2242,37380.3788864757,"Urban","Public","White","not EL","English",8,14,2,1,"very good",5,"mostly welcome",5.09,0,0,1,0
"male","some high school","Reduced","none",72.0463453699816,69.0997165029249,57.1530876358683,2243,47897.0694302936,"Rural","Public","Asian","not EL","English",7,13,3,0,"excellent",3,"mostly welcome",2.64,0,0,0,4
"male","associate's degree","Reduced","completed",74.273641566214,71.6532131466594,59.0327847271048,2244,36683.1256376139,"Suburban","Public","Asian","not EL","English",8,13,2,1,"good",7,"very welcome",5.91,0,0,3,0
"male","bachelor's degree","Reduced","none",55.6393195536876,54.6229290179597,44.6065384822317,2245,40656.7448877711,"Urban","Public","White","not EL","English",7,12,3,1,"good",7,"mostly welcome",7.55,0,0,3,0
"female","some high school","Free","completed",63.6495770289449,56.7496267902455,52.8496765515461,2246,18354.389573286,"Suburban","Public","White","not EL","English",6,12,3,0,"very good",5,"welcome half the time",1,1,0,1,0
"female","some college","Reduced","none",36.239004349232,37.5050038375576,29.7710033258833,2247,34355.823275814,"Suburban","Public","Latine","not EL","English",7,13,3,0,"good",7,"mostly welcome",5.09,0,0,3,0
"female","bachelor's degree","Standard","completed",61.4798051253289,54.8351221694078,51.1904392134868,2248,73349.7945645218,"Urban","Public","Black","not EL","English",6,12,3,1,"good",8,"very welcome",9.18,1,0,3,3
"female","associate's degree","Reduced","completed",81.6699087771405,78.1793312739475,64.6887537707545,2249,37203.8629125011,"Urban","Public","Asian","not EL","English",8,13,4,1,"very good",5,"very welcome",5.91,0,0,1,0
"male","associate's degree","Reduced","none",31.9257777497678,28.7580391909716,28.5903006321753,2250,46183.8435458182,"Rural","Public","Latine","EL","Spanish",6,12,2,0,"fair",9,"very unwelcome",5.91,0,0,0,1
"male","associate's degree","Free","completed",56.7424454196227,50.6550988996671,47.5677523797115,2251,20219.3668098835,"Rural","Public","White","not EL","English",6,11,2,0,"very good",6,"mostly welcome",4.27,0,0,2,0
"male","bachelor's degree","Standard","none",56.7806262313061,50.6887878511525,47.5969494709988,2252,61907.3187300027,"Suburban","Public","Black","EL","French",6,11,3,0,"very good",6,"very welcome",9.18,1,0,2,1
"male","associate's degree","Free","none",73.4827355285965,70.3671195840558,58.251503639515,2253,15965.2088519013,"Suburban","Public","Latine","EL","Other",7,13,3,0,"good",6,"very welcome",4.27,0,0,2,0
"male","high school","Reduced","none",61.7267792134001,55.0530404824119,51.3793017514236,2254,45942.1369401569,"Suburban","Public","Asian","not EL","English",6,12,3,0,"good",6,"mostly welcome",4.27,0,0,2,2
"female","high school","Free","none",76.7198627602004,73.8116436119415,60.9034244636826,2255,21252.0495928618,"Urban","Public","Latine","EL","Other",8,14,2,1,"good",8,"very welcome",2.64,0,0,3,0
"male","some high school","Free","none",82.709724490719,78.5085804329874,65.3074363752557,2256,29605.0708857897,"Suburban","Public","Black","EL","Other",7,13,3,0,"good",8,"mostly welcome",1,1,0,3,0
"male","high school","Reduced","none",73.209169588393,70.1257378721115,58.04230615583,2257,35142.1411865616,"Rural","Charter","White","not EL","English",7,12,2,0,"good",7,"mostly welcome",4.27,0,0,3,0
"female","some college","Standard","completed",75.7475270706293,72.36546506232,59.9834030540107,2258,51118.0561275795,"Suburban","Public","Asian","not EL","English",7,12,3,1,"good",8,"mostly welcome",6.73,0,0,3,3
"male","some college","Reduced","completed",26.5602332632334,29.5531469969706,22.5460607307079,2259,37369.5306143909,"Urban","Public","Black","not EL","English",8,14,1,1,"poor",1,"very welcome",5.09,0,0,4,0
"male","associate's degree","Standard","none",42.7258343097724,43.2286773321521,34.7315203545319,2260,53586.7751684411,"Urban","Public","Latine","EL","Spanish",7,13,3,1,"very good",5,"very welcome",7.55,0,0,1,2
"female","associate's degree","Free","none",48.6918071689697,43.5515945608556,41.4113819527415,2261,33054.7728490893,"Urban","Public","Black","not EL","English",6,11,4,1,"good",8,"very welcome",4.27,0,0,3,0
"female","bachelor's degree","Reduced","none",50.177760421039,44.8627297832697,42.5476991455004,2262,40597.5623817977,"Urban","Public","White","not EL","English",6,12,1,1,"excellent",4,"welcome half the time",7.55,0,0,0,0
"female","associate's degree","Free","none",43.311969241504,38.8046787425035,37.297388243503,2263,26552.5062710889,"Suburban","Public","White","not EL","English",6,12,4,0,"very good",5,"welcome half the time",4.27,0,0,1,0
"female","bachelor's degree","Standard","completed",68.9259216761132,61.4052250083352,56.8845283405572,2264,51652.5261501703,"Urban","Public","Latine","EL","Spanish",6,11,2,1,"very good",5,"very welcome",9.18,0,0,2,0
"male","bachelor's degree","Reduced","none",50.9832226361006,50.514608208324,41.0459937805475,2265,41969.5799507823,"Rural","Charter","Latine","EL","Spanish",7,13,4,0,"good",6,"very welcome",7.55,0,0,2,0
"female","associate's degree","Reduced","completed",67.5974562871017,65.174226135678,53.7509959842542,2266,47783.2064843962,"Rural","Charter","White","not EL","English",7,12,3,0,"excellent",4,"mostly unwelcome",5.91,0,0,0,1
"female","associate's degree","Reduced","none",58.7333968866728,57.9412325470642,47.1490682074557,2267,46836.8387916292,"Suburban","Public","White","not EL","English",8,13,3,0,"good",6,"mostly welcome",5.91,0,0,2,1
"female","some college","Free","none",77.2246695697003,73.668826090912,61.1129826121237,2268,29894.2668446174,"Urban","Public","Latine","not EL","English",7,13,3,1,"very good",5,"very welcome",3.45,0,0,1,0
"male","bachelor's degree","Standard","none",71.8245518106168,68.9040163034854,56.983480796354,2269,53702.6753096551,"Urban","Public","2 or more","not EL","English",7,12,3,1,"excellent",4,"mostly welcome",9.18,0,0,0,0
"female","some high school","Reduced","none",57.8691638057911,57.1786739462863,46.4881840867814,2270,34807.7808842484,"Urban","Public","Latine","not EL","English",8,13,1,1,"excellent",3,"welcome half the time",2.64,0,0,0,1
"male","some college","Free","none",75.1329520651795,71.8231929986878,59.5134339321961,2271,30018.7631743952,"Urban","Public","White","not EL","English",7,13,4,1,"good",6,"very welcome",3.45,0,0,2,0
"female","associate's degree","Standard","completed",74.3545780166986,71.7246276617929,59.0946773068872,2272,53508.8406134343,"Suburban","Public","2 or more","not EL","English",8,13,4,1,"very good",5,"very welcome",7.55,0,0,1,2
"female","bachelor's degree","Standard","none",20.3949729283492,18.5837996426611,19.7726263569729,2273,68110.1152501507,"Urban","Public","White","not EL","English",6,11,3,1,"very good",5,"very welcome",9.18,0,0,1,2
"female","high school","Reduced","none",61.7215698081694,55.0484439483848,51.3753180886001,2274,47775.689923422,"Urban","Public","Black","EL","French",6,11,3,1,"good",7,"mostly welcome",4.27,1,0,3,3
"male","some high school","Free","none",57.0561673295809,56.4613241143361,45.8664808990913,2275,9144.46218256896,"Suburban","Public","Latine","EL","Spanish",8,13,4,0,"very good",5,"mostly unwelcome",1,1,1,1,0
"male","some college","Free","none",72.6630913726521,69.6439041523401,57.6247169320281,2276,25192.033961427,"Suburban","Public","Black","not EL","English",7,12,3,1,"very good",6,"very welcome",3.45,0,0,2,0
"male","some high school","Free","none",46.5465845719515,41.6587510928984,39.7709176138452,2277,13065.0445083904,"Urban","Public","White","not EL","English",6,11,3,1,"good",7,"very welcome",1,0,0,3,0
"male","bachelor's degree","Standard","none",68.2634645846612,65.7618805158776,54.2602964470939,2278,73829.0344444434,"Urban","Public","White","not EL","English",7,12,4,1,"very good",5,"very welcome",9.18,0,0,1,3
"female","high school","Free","none",13.4838677252157,12.4857656398962,14.4876635545767,2279,22540.3841460688,"Suburban","Public","Black","not EL","English",6,11,6,0,"very good",6,"very welcome",2.64,0,0,2,0
"male","associate's degree","Reduced","completed",50.8064748669925,45.4174778238169,43.0284807806413,2280,37903.9058425218,"Urban","Public","White","not EL","English",6,11,4,1,"good",8,"very welcome",5.91,0,0,3,0
"female","associate's degree","Reduced","none",70.5652122509783,68.3810696332162,56.196927015454,2281,38538.4309134996,"Urban","Public","White","not EL","English",8,13,3,1,"very good",5,"very welcome",5.91,1,0,1,0
"female","bachelor's degree","Standard","none",81.427108227937,77.9650954952386,64.5030827625401,2282,65062.1292220953,"Suburban","Public","Asian","not EL","English",8,14,4,0,"very good",5,"very welcome",9.18,1,1,1,1
"male","associate's degree","Reduced","none",70.4930465605912,62.7879822593452,58.0829179580992,2283,35116.6254670301,"Urban","Public","White","not EL","English",6,11,4,1,"good",6,"mostly unwelcome",5.91,0,0,2,0
"female","high school","Free","none",31.4140677491747,28.3065303669189,28.198992984663,2284,20394.3659718796,"Urban","Public","White","not EL","English",6,11,4,1,"good",7,"very unwelcome",2.64,0,0,3,0
"male","some high school","Free","completed",58.5258077038287,57.1698303269077,46.8138529499867,2285,29029.2001493948,"Urban","Public","Black","not EL","English",7,12,4,1,"good",6,"very welcome",1,0,0,2,0
"female","bachelor's degree","Standard","none",63.0942224747392,61.2007845365346,50.30734659833,2286,59391.9601576486,"Urban","Public","2 or more","not EL","English",7,13,2,1,"good",6,"very welcome",9.18,0,0,2,0
"female","some high school","Free","none",50.4035285100634,50.5913486853501,40.7791688606367,2287,21299.0613734202,"Urban","Public","Latine","not EL","English",8,13,3,1,"excellent",4,"welcome half the time",1,0,0,0,0
"female","bachelor's degree","Standard","completed",79.1627791270572,75.9671580532858,62.7715369795143,2288,62033.1543579708,"Suburban","Public","White","not EL","English",8,13,4,0,"poor",3,"mostly unwelcome",9.18,0,0,0,1
"female","master's degree","Standard","completed",70.8719035609452,68.0634443184811,56.2549850760169,2289,78614.7641614709,"Urban","Public","White","not EL","English",7,13,4,1,"very good",5,"mostly unwelcome",10,0,0,1,0
"male","bachelor's degree","Standard","none",100,100,88.780909164505,2290,58146.0905143576,"Urban","Public","Black","not EL","English",7,13,4,1,"excellent",4,"very welcome",9.18,0,0,0,0
"male","bachelor's degree","Reduced","none",86.0575156582208,82.0507491101948,68.0439825621688,2291,45979.2053953463,"Suburban","Public","White","not EL","English",8,13,3,0,"very good",5,"very welcome",7.55,1,0,1,0
"female","high school","Reduced","completed",66.6193653476815,59.3700282479543,55.120691148227,2292,41114.1097962105,"Urban","Public","Black","EL","French",6,11,3,1,"poor",9,"mostly unwelcome",4.27,1,0,4,1
"male","some high school","Free","none",61.6412158088958,59.9187198313786,49.1962238538615,2293,29715.8968327216,"Suburban","Public","Black","not EL","English",7,12,3,0,"excellent",3,"very welcome",1,0,0,0,0
"female","some college","Reduced","none",81.9672069655023,78.441653204855,64.9160994442077,2294,47213.6526005562,"Suburban","Public","Latine","not EL","English",8,14,4,1,"good",7,"mostly welcome",5.09,1,0,3,2
"male","high school","Free","none",51.3640836726899,45.9094855935499,43.4548875144099,2295,22324.6797647801,"Suburban","Public","Latine","EL","Spanish",6,12,3,1,"good",8,"mostly welcome",2.64,0,0,3,0
"female","some college","Reduced","completed",73.1784713932052,70.0986512292987,58.0188310653922,2296,45330.7076533313,"Urban","Public","2 or more","not EL","English",7,12,3,1,"very good",5,"very welcome",5.09,0,0,1,2
"male","high school","Free","completed",56.1282889395611,55.642607887848,45.1569268361349,2297,30329.3002419603,"Urban","Public","Latine","EL","Other",8,14,5,1,"good",7,"mostly welcome",2.64,1,0,3,0
"female","some high school","Free","completed",51.6947613020392,46.2012599723875,43.7077586427358,2298,27841.0637253557,"Urban","Public","White","not EL","English",6,11,4,1,"poor",9,"mostly welcome",1,0,0,4,0
"male","some college","Free","none",72.4227016701101,69.4317955912736,57.4408895124371,2299,25707.8606225732,"Urban","Public","Latine","EL","Spanish",7,13,3,1,"good",6,"very welcome",3.45,0,0,2,0
"female","some high school","Free","none",76.9648035582511,73.439532551398,60.914261544545,2300,15836.4966277269,"Urban","Public","Latine","EL","English",7,12,2,1,"good",8,"mostly welcome",1,0,0,3,0
"female","some high school","Free","completed",55.942706598823,49.9494469989615,46.9561873990999,2301,19131.6725151901,"Urban","Public","White","not EL","English",6,11,1,1,"very good",5,"mostly welcome",1,0,0,1,0
"female","high school","Free","completed",28.4475271887684,25.688994578325,25.9304619678817,2302,29705.2062034651,"Rural","Public","White","not EL","English",6,12,3,0,"very good",5,"mostly unwelcome",2.64,0,0,1,0
"female","some college","Reduced","none",46.0548463999046,46.1660409410923,37.27723548228,2303,42167.1133531377,"Urban","Public","White","not EL","English",7,13,4,1,"very good",5,"mostly welcome",5.09,0,0,1,1
"female","associate's degree","Reduced","none",47.0382349660746,42.0925602641834,40.1468855622923,2304,38380.166369257,"Urban","Public","White","not EL","English",6,12,3,1,"very good",5,"mostly welcome",5.91,0,0,1,0
"female","associate's degree","Reduced","none",43.9428558454108,44.8907551577154,35.83865447002,2305,39248.3765244875,"Urban","Public","White","not EL","English",8,14,3,1,"good",8,"very welcome",5.91,0,0,3,0
